Name,Facility Type,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Unique Identifier,Latitude,Longitude
Village of Jackson WWTF,Water Resource Recovery Facility,W194 N16658 EAGLE DR,Jackson,Washington County,WI,53037,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1129,43.31841686,-88.14911548
Village of Mukwonago WWTP,Water Resource Recovery Facility,1200 HOLZ ROAD,Mukwonago,Waukesha County,WI,53149,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1355,42.85792564,-88.31383082
Village of Newark Industrial Waste & Sewage Treatment Facility,Water Resource Recovery Facility,323 MURRAY ST,Newark,Wayne County,NY,14513,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1378,43.05431563,-77.08846593
Village of Ridgewood Water Pollution Control Facility,Water Resource Recovery Facility,561 Prospect Street,Glen Rock,Bergen County,NJ,07452,Yes,"Wastewater solids, Food waste, Crude glycerin, Fats, oils and greases (FOG), Food service waste, pre & post-consumer, Retail food waste, Septage",AD Data Collection Project - WRRF,AD1030,40.96360499,-74.10995203
Village of Romeo WWTP,Water Resource Recovery Facility,14787 32 Mile RD,Romeo,Macomb County,MI,48065,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1545,42.80559698,-82.98575499
VINCENNES WWTP,Water Resource Recovery Facility,,Vincennes,Knox County,IN,47591,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1748,38.677265,-87.52552
Vir-Clar Farms Digester,Farm,,Fond Du Lac,Fond du Lac County,WI,54935,,animal manure - cattle/dairy cow,AgStar,AD140,,
Viresco,Stand-Alone,465 Western Boulevard,Turtle Lake,Polk County,WI,54889,Yes,Food Waste,AD Data Collection Project - Stand-Alone,AD571,45.39044902,-92.16321997
Virginia Wastwater Treatment Plant,Water Resource Recovery Facility,1204 SOUTHERN DRIVE,Virginia,St. Louis County,MN,55792,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1750,47.50000901,-92.55380501
VISALIA WCP,Water Resource Recovery Facility,7579 AVENUE 288,Visalia,Tulare County,CA,93277,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1753,36.31232963,-119.40448349
Vista Verde Dairy Digester,Farm,,Chowchilla,Madera County,CA,93610,,animal manure - cattle/dairy cow,AgStar,AD79,,
Volm Farms Digester,Farm,,Kewaskum,Washington County,WI,53040,,animal manure - cattle/dairy cow,AgStar,AD209,,
Waco Metropolitan Area Reagional Sewerage Service,Water Resource Recovery Facility,1147 Treatment Plant Rd,Waco,McLennan County,TX,76706,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Poultry litters, Rendering wastes, Retail food waste, Septage, Wastewater solids from",AD Data Collection Project - WRRF,AD1754,31.51876279,-97.07038693
Wadeland Dairy Digester,Farm,,West Weber,Weber County,UT,84404,,animal manure - cattle/dairy cow,AgStar,AD452,,
WADSWORTH WWTP & SEWER SYSTEM,Water Resource Recovery Facility,1015 AIRPORT DRIVE,Wadsworth,Medina County,OH,44281,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1756,41.00359999,-81.76225504
Wagner Farms Digester,Farm,,Poestenkill,Rensselaer County,NY,12140,,animal manure - cattle/dairy cow,AgStar,AD329,,
Waianae Wastewater Treatment Facility,Water Resource Recovery Facility,86-100 Farrington Hwy.,Waianae,Honolulu County,HI,96792,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1759,21.43631259,-158.18502843
Waimanalo WWTP,Water Resource Recovery Facility,41-1060 Kalanianaole HWY,Waimanalo,Honolulu County,HI,96795,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1760,21.34327927,-157.70783236
Wakker Dairy Digester,Farm,,Kewaunee,Kewaunee County,WI,54216,,animal manure - cattle/dairy cow,AgStar,AD213,,
Walker Farms LLC Digester,Farm,,Fort Ann,Washington County,NY,12827,Yes,animal manure - dairy cow; Process Water,AgStar,AD142,,
Walla Walla Wastewater Treatment Plant,Water Resource Recovery Facility,572 HATCH STREET,Walla Walla,Walla Walla County,WA,99362,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1761,46.06480599,-118.375539
Wallingford Wastewater Pollution Control Facility,Water Resource Recovery Facility,155 John Street,Wallingford,New Haven County,CT,06492,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1762,41.44325399,-72.83946002
Walter W. Bradley P.C.F.,Water Resource Recovery Facility,226 PHILLIPS RD,Webster,Monroe County,NY,14580,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1794,43.26007136,-77.41971497
WALWORTH COUNTY MSD STP,Water Resource Recovery Facility,975 W WALWORTH AVE,Delavan,Walworth County,WI,53115,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD887,42.63402198,-88.66309604
Wanner's Pride-N-Joy Farm Digester,Farm,,Narvon,Lancaster County,PA,17527,Yes,animal manure - dairy cow; Process Water,AgStar,AD285,,
WARDS ISLAND WPC,Water Resource Recovery Facility,7 WARDS ISLAND,Wards Island,New York County,NY,10035,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1764,40.79260549,-73.92243972
WARMINSTER NAWC WWTP,Water Resource Recovery Facility,JACKSONVILLE RD,Warminster,Bucks County,PA,18974,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1766,40.20717676,-75.07096584
WARREN CITY WWTP,Water Resource Recovery Facility,2 HARMAR STREET,Warren,Warren County,PA,16365,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1767,41.83897436,-79.15338067
WARSAW (V) STP,Water Resource Recovery Facility,PURDY AVENUE,Warsaw,Wyoming County,NY,14569,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1769,42.75038054,-78.1356589
Wasatch Resource Recovery,Water Resource Recovery Facility,1370 W. Center Street,North Salt Lake,Davis County,UT,84054,Yes,"Wastewater solids, food waste",AD Data Collection Project - WRRF,AD1394,40.84199941,-111.94842717
WASCO WWTP,Water Resource Recovery Facility,5410 7TH ST.,Wasco,Kern County,CA,93280,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1770,35.59427894,-119.38574277
WASD Central WWTP,Water Resource Recovery Facility,,Miami,Miami-Dade County,FL,33149,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD1307,25.74371601,-80.15851797
WASHINGTON CH WWTP & SEWERS,Water Resource Recovery Facility,1210 S. ELM STREET,Washington Court House,Fayette County,OH,43160,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1774,39.5352931,-83.42516126
Washington County Sewer District # II,Water Resource Recovery Facility,,Fort Edward,Washington County,NY,12828,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD988,43.270665,-73.586555
WASHINGTON EAST WASHINGTON JOINT AUTHORITY STP,Water Resource Recovery Facility,62 E WHEELING ST,Washington,Washington County,PA,15301,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1773,40.16933802,-80.243495
Washington STP 1,Water Resource Recovery Facility,Woodland Trail,Washington,Tazewell County,IL,61571,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1772,40.6951475,-89.42615893
Washington Suburban Sanitary Commission (WSSC) Water,Water Resource Recovery Facility,,Laurel,Prince George's County,MD,20707,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD1204,39.10196,-76.85024
"Waste No Energy, LLC",Stand-Alone,300 S 800 E,Monticello,White County,IN,47960,Yes,"Food waste, Beverage processing industry waste, Crude glycerin, Fats, oils and greases (FOG), Food processing industry waste, Lab (or Pharma) wastes, Manures",AD Data Collection Project - Stand-Alone,AD533,40.74600299,-86.71731601
Wastewater Treatment Plant #1,Water Resource Recovery Facility,794 W. Center Street,Warsaw,Kosciusko County,IN,46580,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1768,41.23771401,-85.86878896
WATERTOWN STP,Water Resource Recovery Facility,800 HOFFMAN DR,Watertown,Jefferson County,WI,53094,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1778,43.17280401,-88.73580503
WATERTOWN WPCP,Water Resource Recovery Facility,700 WILLIAM T FIELD DRIVE,Watertown,Jefferson County,NY,13601,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1776,43.985372,-75.92822307
WATERTOWN WWTF,Water Resource Recovery Facility,1300 11th Street SE,Watertown,Codington County,SD,57201,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1777,44.88521602,-97.10029698
WATSEKA STP,Water Resource Recovery Facility,,Watseka,Iroquois County,IL,60970,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1780,40.774585,-87.734485
Waukesha Wastewater,Water Resource Recovery Facility,600 SENTRY DR,Waukesha,Waukesha County,WI,53186,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1782,42.99713902,-88.25102198
WAUKON CITY OF STP,Water Resource Recovery Facility,740 ROSSVILLE ROAD,Waukon,Allamakee County,IA,52172,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1783,43.2606982,-91.47342762
Waunakee Digester,Farm,,Waunakee,Dane County,WI,53597,,animal manure - cattle/dairy cow,,AD450,,
WAUPACA WWTP,Water Resource Recovery Facility,325 S OBORN ST,Waupaca,Waupaca County,WI,54981,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1784,44.35364301,-89.074895
Waupun Utilities,Water Resource Recovery Facility,501 FOND DU LAC ST.,Waupun,Fond du Lac County,WI,53963,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1785,43.64191801,-88.71681197
Wausau WWTP,Water Resource Recovery Facility,435 ADRIAN ST,Wausau,Marathon County,WI,54401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1787,44.94683642,-89.62707316
WAUSEON WWTP,Water Resource Recovery Facility,945 E Leggett St,Wauseon,Fulton County,OH,43567,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1788,41.54739398,-84.12543499
WAYNESBORO BORO WATER SYS,Water Resource Recovery Facility,57 EAST MAIN STREET,Waynesboro,Franklin County,PA,17268,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1790,39.75510399,-77.576028
WAYNESBORO STP,Water Resource Recovery Facility,930 ESSEX AVENUE,Waynesboro,Waynesboro cityCounty,VA,22980,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1791,38.082782,-78.87487103
WAYNESVILLE WASTE WATER TREATMENT PLANT,Water Resource Recovery Facility,566 walnut trail,Waynesville,Haywood County,NC,28785,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1793,35.541901,-82.95123798
WEBSTER CITY CITY OF STP,Water Resource Recovery Facility,101 EAST OHIO STREET,Webster City,Hamilton County,IA,50595,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1795,42.45958993,-93.8119759
Wellsville WWTP,Water Resource Recovery Facility,152 Volivar,Wellsville,Allegany County,NY,14895,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1797,42.12745774,-77.96398828
Wenning Poultry Farm Digester,Farm,,Ft Recovery,Mercer County,OH,45846,Yes,animal manure - poultry; Other Feedstocks,AgStar,AD149,,
West Bay County Regional WWTP,Water Resource Recovery Facility,3933 Patterson Rd,Bay City,Bay County,MI,48706,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD656,43.62786801,-83.87112201
West Bend Sewer Utility,Water Resource Recovery Facility,512 Municipal Drive,West Bend,Washington County,WI,53095,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Septage, Wastewater solids from other WRRFs",AD Data Collection Project - WRRF,AD1799,43.41994065,-88.1482135
West Boise Wastewater Treatment Facility,Water Resource Recovery Facility,11818 JOPLIN ROAD,Boise,Ada County,ID,83714,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD698,43.66861701,-116.33088302
West Branch Area Wastewater Treatment Facility,Water Resource Recovery Facility,2791 South Flowage Lake Road,City Of West Branch,Ogemaw County,MI,48661,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD821,44.2547521,-84.20534087
WEST CHESTER TAYLOR RUN STP,Water Resource Recovery Facility,795 DOWNINGTOWN PIKE,West Chester,Chester County,PA,19380,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1800,39.9670897,-75.62776189
WEST CHICAGO WWTP,Water Resource Recovery Facility,725 Dayton,West Chicago,DuPage County,IL,60185,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1802,41.86457098,-88.19385103
WEST COUNTY WASTEWATER DST FAC,Water Resource Recovery Facility,2377 Garden Tract Rd.,Richmond,Contra Costa County,CA,94801,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1526,37.96265562,-122.37632552
WEST GOSHEN STP,Water Resource Recovery Facility,848 S CONCORD RD,West Chester,Chester County,PA,19382,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1801,39.94698495,-75.57506637
West Iron County Sewer Authority,Water Resource Recovery Facility,PO Box 246,Caspian,Iron County,MI,49915,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD772,46.06343,-88.629835
West Lafayette Wastewater Faciltiy,Water Resource Recovery Facility,500 S. River Road,West Lafayette,Tippecanoe County,IN,47906,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG), Food service waste, pre & post-consumer",AD Data Collection Project - WRRF,AD1805,40.41649134,-86.90793444
West Point Treatment Plant,Water Resource Recovery Facility,1400 Utah St. West,Seattle,King County,WA,98199,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1599,47.66202701,-122.43038298
West River Dairy Digester - CNG,Farm,,Morris,Stevens County,MN,56267,,animal manure - cattle/dairy cow,AgStar,AD281,,
Western Lake Superior Sanitary District,Water Resource Recovery Facility,2626 Courtland Street,Duluth,St. Louis County,MN,55806,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD905,46.75853299,-92.12643297
Western Sky Dairy Digester,Farm,,Bakersfield,Kern County,CA,93301,,animal manure - cattle/dairy cow,AgStar,AD24,,
WESTERN VIRGINIA WATER AUTHORI,Water Resource Recovery Facility,1502 Brownlee Ave,Roanoke,Roanoke cityCounty,VA,24014,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1533,37.26441999,-79.91022701
Westminster Farms Digester,Farm,,Putney,Windham County,VT,05346,Yes,animal manure - dairy cow; Agricultural Residues; Food Processing Wastes,AgStar,AD334,,
Westville Belgium SD WWTP,Water Resource Recovery Facility,Rual Route 4,Belgium,Vermilion County,IL,61834,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD667,40.06197097,-87.63467257
WHEATON SANITARY DISTRICT - STP,Water Resource Recovery Facility,1 S 649 SHAFFNER ROAD,Wheaton,DuPage County,IL,60189,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1807,41.84528284,-88.14630509
WHEELING WWTP,Water Resource Recovery Facility,2516 Main St,Wheeling,Ohio County,WV,26003,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1808,40.055824,-80.727709
Whiteside Dairy Digester,Farm,,Wasco,Kern County,CA,93280,,animal manure - cattle/dairy cow,AgStar,AD448,,
Whitewater WWTP,Water Resource Recovery Facility,109 COUNTY RD U,Whitewater,Jefferson County,WI,53190,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1810,42.85525072,-88.71792363
WHITTIER NARROWS WRP,Water Resource Recovery Facility,301 N ROSEMEAD BLVD,El Monte,Los Angeles County,CA,91733,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD926,34.02940301,-118.06826203
